"","batch","plate_well","count","run_no","contrast"
"797",1,"708 J16,710 N24,712 P24",31,269,"RC_to_SA"
"798",2,"700 O08,702 M24,704 O16",4,269,"RC_to_SA"
"799",3,"612 N08,614 L08,618 J16",17,269,"RC_to_SA"
"800",1,"708 N24,710 J16,712 O16",4,270,"RC_to_SA"
"801",2,"700 M08,702 J16,704 J24",104,270,"RC_to_SA"
"802",3,"612 J24,614 M16,618 K16",27,270,"RC_to_SA"
"803",1,"708 M08,710 K08,712 J16",21,271,"RC_to_SA"
"804",2,"700 O16,702 N08,704 J16",15,271,"RC_to_SA"
"805",3,"612 L08,614 P16,618 I24",5,271,"RC_to_SA"
"806",1,"708 P24,710 K24,712 I08",49,272,"RC_to_SA"
"807",2,"700 N24,702 I08,704 P08",6,272,"RC_to_SA"
"808",3,"612 J08,614 L08,618 I16",9,272,"RC_to_SA"
"809",1,"708 K08,710 L24,712 L08",480,273,"RC_to_SA"
"810",2,"700 N16,702 P08,704 O24",20,273,"RC_to_SA"
"811",3,"612 M24,614 I16,618 N24",102,273,"RC_to_SA"
"812",1,"708 I24,710 J24,712 O16",80,274,"RC_to_SA"
"813",2,"700 O24,702 I24,704 O16",20,274,"RC_to_SA"
"814",3,"612 M16,614 O08,618 O24",17,274,"RC_to_SA"
"815",1,"708 K24,710 O08,712 K08",24,275,"RC_to_SA"
"816",2,"700 M24,702 I08,704 K08",17,275,"RC_to_SA"
"817",3,"612 M16,614 J24,618 K08",78,275,"RC_to_SA"
"818",1,"708 N16,710 O08,712 I24",13,276,"RC_to_SA"
"819",2,"700 I24,702 P16,704 J08",16,276,"RC_to_SA"
"820",3,"612 I24,614 O16,618 M08",14,276,"RC_to_SA"
"821",1,"708 K24,710 I08,712 L16",47,277,"RC_to_SA"
"822",2,"700 L24,702 K16,704 J08",82,277,"RC_to_SA"
"823",3,"612 K08,614 M24,618 N24",157,277,"RC_to_SA"
"824",1,"708 M16,710 O16,712 L16",9,278,"RC_to_SA"
"825",2,"700 L24,702 L16,704 I08",86,278,"RC_to_SA"
"826",3,"612 J08,614 K08,618 P24",48,278,"RC_to_SA"
"827",1,"708 P24,710 M24,712 I16",12,279,"RC_to_SA"
"828",2,"700 P08,702 M24,704 O08",17,279,"RC_to_SA"
"829",3,"612 M08,614 N16,618 O24",31,279,"RC_to_SA"
"830",1,"708 P16,710 N08,712 L08",12,280,"RC_to_SA"
"831",2,"700 L24,702 M16,704 L24",302,280,"RC_to_SA"
"832",3,"612 L16,614 P24,618 O24",150,280,"RC_to_SA"
"833",1,"708 L16,710 P16,712 M16",9,281,"RC_to_SA"
"834",2,"700 L24,702 K08,704 N08",92,281,"RC_to_SA"
"835",3,"612 P16,614 L24,618 N16",188,281,"RC_to_SA"
"836",1,"708 K08,710 M24,712 N16",74,282,"RC_to_SA"
"837",2,"700 L08,702 J08,704 L16",17,282,"RC_to_SA"
"838",3,"612 M08,614 I24,618 K16",64,282,"RC_to_SA"
"839",1,"708 J08,710 J08,712 P24",11,283,"RC_to_SA"
"840",2,"700 N16,702 M16,704 I24",149,283,"RC_to_SA"
"841",3,"612 I16,614 L16,618 O24",42,283,"RC_to_SA"
"842",1,"708 P24,710 L24,712 K08",253,284,"RC_to_SA"
"843",2,"700 N16,702 J16,704 O08",3,284,"RC_to_SA"
"844",3,"612 M08,614 L08,618 I24",21,284,"RC_to_SA"
"845",1,"708 J16,710 I24,712 O08",45,285,"RC_to_SA"
"846",2,"700 O16,702 L24,704 M24",161,285,"RC_to_SA"
"847",3,"612 M08,614 L08,618 P08",5,285,"RC_to_SA"
"848",1,"708 P24,710 K16,712 K24",22,286,"RC_to_SA"
"849",2,"700 L24,702 J16,704 O08",41,286,"RC_to_SA"
"850",3,"612 K16,614 M16,618 M24",37,286,"RC_to_SA"
"851",1,"708 K16,710 O24,712 J24",55,287,"RC_to_SA"
"852",2,"700 J16,702 J16,704 I16",3,287,"RC_to_SA"
"853",3,"612 N24,614 O16,618 M16",12,287,"RC_to_SA"
"854",1,"708 P08,710 I16,712 N08",4,288,"RC_to_SA"
"855",2,"700 P16,702 K16,704 O16",2,288,"RC_to_SA"
"856",3,"612 L08,614 J08,618 P24",21,288,"RC_to_SA"
"857",1,"708 N24,710 O16,712 N08",18,289,"RC_to_SA"
"858",2,"700 I16,702 P24,704 K24",27,289,"RC_to_SA"
"859",3,"612 K08,614 J08,618 K24",42,289,"RC_to_SA"
"860",1,"708 M24,710 J24,712 M08",61,290,"RC_to_SA"
"861",2,"700 M24,702 N08,704 I16",13,290,"RC_to_SA"
"862",3,"612 O08,614 P24,618 K24",98,290,"RC_to_SA"
"863",1,"708 J16,710 I24,712 M16",30,291,"RC_to_SA"
"864",2,"700 M16,702 N24,704 L24",121,291,"RC_to_SA"
"865",3,"612 L24,614 K24,618 K16",494,291,"RC_to_SA"
"866",1,"708 L08,710 J16,712 J16",30,292,"RC_to_SA"
"867",2,"700 O24,702 J16,704 I08",11,292,"RC_to_SA"
"868",3,"612 K08,614 M24,618 M24",94,292,"RC_to_SA"
"869",1,"708 K16,710 J16,712 L16",20,293,"RC_to_SA"
"870",2,"700 L24,702 I24,704 K24",196,293,"RC_to_SA"
"871",3,"612 J08,614 O16,618 P08",1,293,"RC_to_SA"
"872",1,"708 N16,710 L24,712 P24",175,294,"RC_to_SA"
"873",2,"700 L08,702 L24,704 M16",53,294,"RC_to_SA"
"874",3,"612 P16,614 O24,618 P16",13,294,"RC_to_SA"
"875",1,"708 M16,710 K16,712 P16",1,295,"RC_to_SA"
"876",2,"700 P24,702 J08,704 I16",7,295,"RC_to_SA"
"877",3,"612 L24,614 L24,618 N24",1407,295,"RC_to_SA"
"878",1,"708 J08,710 P08,712 I24",10,296,"RC_to_SA"
"879",2,"700 K08,702 J16,704 J08",6,296,"RC_to_SA"
"880",3,"612 J16,614 N24,618 L16",65,296,"RC_to_SA"
"881",1,"708 I24,710 J08,712 I08",10,297,"RC_to_SA"
"882",2,"700 J24,702 O08,704 P24",34,297,"RC_to_SA"
"883",3,"612 M08,614 L16,618 K08",44,297,"RC_to_SA"
"884",1,"708 O08,710 I16,712 O24",8,298,"RC_to_SA"
"885",2,"700 N24,702 I08,704 L24",170,298,"RC_to_SA"
"886",3,"612 P08,614 O24,618 O08",5,298,"RC_to_SA"
"887",1,"708 I16,710 O16,712 I08",4,299,"RC_to_SA"
"888",2,"700 M08,702 O16,704 M08",7,299,"RC_to_SA"
"889",3,"612 K16,614 M08,618 P08",5,299,"RC_to_SA"
"890",1,"708 K24,710 L16,712 P16",8,300,"RC_to_SA"
"891",2,"700 M16,702 J24,704 K16",15,300,"RC_to_SA"
"892",3,"612 I08,614 J08,618 K24",25,300,"RC_to_SA"
"893",1,"708 P08,710 N16,712 J24",12,301,"RC_to_SA"
"894",2,"700 O24,702 K24,704 M08",26,301,"RC_to_SA"
"895",3,"612 I08,614 N16,618 M16",11,301,"RC_to_SA"
"896",1,"708 K08,710 P08,712 L16",23,302,"RC_to_SA"
"897",2,"700 L24,702 J16,704 N08",45,302,"RC_to_SA"
"898",3,"612 L08,614 N24,618 M08",32,302,"RC_to_SA"
"899",1,"708 O16,710 M16,712 J24",9,303,"RC_to_SA"
"900",2,"700 K16,702 P08,704 M08",6,303,"RC_to_SA"
"901",3,"612 L08,614 N16,618 L24",322,303,"RC_to_SA"
"902",1,"708 I24,710 I24,712 L24",294,304,"RC_to_SA"
"903",2,"700 P08,702 O16,704 M24",5,304,"RC_to_SA"
"904",3,"612 I16,614 M24,618 N16",32,304,"RC_to_SA"
"905",1,"708 N08,710 K24,712 L24",273,305,"RC_to_SA"
"906",2,"700 O16,702 M24,704 N08",15,305,"RC_to_SA"
"907",3,"612 P16,614 L24,618 J24",310,305,"RC_to_SA"
"908",1,"708 K24,710 L08,712 I08",29,306,"RC_to_SA"
"909",2,"700 L08,702 N08,704 L24",149,306,"RC_to_SA"
"910",3,"612 M16,614 K08,618 K08",38,306,"RC_to_SA"
"911",1,"708 P16,710 P16,712 O16",7,307,"RC_to_SA"
"912",2,"700 O08,702 M24,704 P16",13,307,"RC_to_SA"
"913",3,"612 P16,614 I08,618 M16",2,307,"RC_to_SA"
"914",1,"708 I24,710 P08,712 J08",2,308,"RC_to_SA"
"915",2,"700 K08,702 N08,704 P24",24,308,"RC_to_SA"
"916",3,"612 N16,614 O16,618 L16",15,308,"RC_to_SA"
"917",1,"708 O24,710 J16,712 L08",10,309,"RC_to_SA"
"918",2,"700 M24,702 N16,704 M16",6,309,"RC_to_SA"
"919",3,"612 N08,614 P16,618 N08",8,309,"RC_to_SA"
"920",1,"708 N24,710 P16,712 L16",27,310,"RC_to_SA"
"921",2,"700 I24,702 P16,704 J16",6,310,"RC_to_SA"
"922",3,"612 N08,614 P16,618 N24",48,310,"RC_to_SA"
"923",1,"708 J24,710 L16,712 P16",5,311,"RC_to_SA"
"924",2,"700 O16,702 I08,704 O16",4,311,"RC_to_SA"
"925",3,"612 I16,614 K24,618 M16",24,311,"RC_to_SA"
"926",1,"708 P16,710 L24,712 K16",184,312,"RC_to_SA"
"927",2,"700 I08,702 O24,704 I24",194,312,"RC_to_SA"
"928",3,"612 I16,614 M24,618 O24",63,312,"RC_to_SA"
"929",1,"708 J16,710 P08,712 L16",10,313,"RC_to_SA"
"930",2,"700 K16,702 J08,704 K24",20,313,"RC_to_SA"
"931",3,"612 O08,614 K16,618 N08",5,313,"RC_to_SA"
"932",1,"708 P16,710 I08,712 L08",19,314,"RC_to_SA"
"933",2,"700 N16,702 P08,704 O08",3,314,"RC_to_SA"
"934",3,"612 J08,614 P08,618 L16",20,314,"RC_to_SA"
"935",1,"708 P08,710 O24,712 O08",8,315,"RC_to_SA"
"936",2,"700 O24,702 J08,704 L24",221,315,"RC_to_SA"
"937",3,"612 O08,614 I24,618 M16",19,315,"RC_to_SA"
"938",1,"708 O24,710 J16,712 L16",16,316,"RC_to_SA"
"939",2,"700 I08,702 P24,704 M16",8,316,"RC_to_SA"
"940",3,"612 L08,614 L08,618 I16",16,316,"RC_to_SA"
"941",1,"708 N24,710 L08,712 J24",45,317,"RC_to_SA"
"942",2,"700 I16,702 K16,704 N24",43,317,"RC_to_SA"
"943",3,"612 I24,614 O08,618 P24",46,317,"RC_to_SA"
"944",1,"708 M08,710 P08,712 J24",21,318,"RC_to_SA"
"945",2,"700 M24,702 P08,704 I24",166,318,"RC_to_SA"
"946",3,"612 M08,614 P08,618 J16",3,318,"RC_to_SA"
"947",1,"708 J16,710 I08,712 L24",94,319,"RC_to_SA"
"948",2,"700 L08,702 M16,704 O24",25,319,"RC_to_SA"
"949",3,"612 M08,614 O24,618 P24",99,319,"RC_to_SA"
"950",1,"708 N24,710 L08,712 J08",33,320,"RC_to_SA"
"951",2,"700 O24,702 I16,704 K16",29,320,"RC_to_SA"
"952",3,"612 L16,614 I08,618 K08",39,320,"RC_to_SA"
"953",1,"708 K08,710 N16,712 K24",64,321,"RC_to_SA"
"954",2,"700 N16,702 P08,704 O24",20,321,"RC_to_SA"
"955",3,"612 L08,614 N08,618 N24",84,321,"RC_to_SA"
"956",1,"708 I24,710 P24,712 O08",23,322,"RC_to_SA"
"957",2,"700 M08,702 N24,704 O24",58,322,"RC_to_SA"
"958",3,"612 J24,614 K16,618 J24",216,322,"RC_to_SA"
"959",1,"708 M24,710 K16,712 I08",20,323,"RC_to_SA"
"960",2,"700 K24,702 P08,704 M16",9,323,"RC_to_SA"
"961",3,"612 N16,614 J24,618 O08",44,323,"RC_to_SA"
"962",1,"708 J08,710 I16,712 J24",13,324,"RC_to_SA"
"963",2,"700 O08,702 O08,704 P08",4,324,"RC_to_SA"
"964",3,"612 J08,614 L16,618 N16",12,324,"RC_to_SA"
"965",1,"708 J08,710 K16,712 M08",23,325,"RC_to_SA"
"966",2,"700 L24,702 O16,704 J24",290,325,"RC_to_SA"
"967",3,"612 O24,614 P24,618 L16",80,325,"RC_to_SA"
"968",1,"708 I08,710 M08,712 J16",12,326,"RC_to_SA"
"969",2,"700 M08,702 K08,704 I16",11,326,"RC_to_SA"
"970",3,"612 J16,614 K24,618 K16",78,326,"RC_to_SA"
"971",1,"708 O16,710 J16,712 K24",9,327,"RC_to_SA"
"972",2,"700 M08,702 P24,704 J08",9,327,"RC_to_SA"
"973",3,"612 O08,614 M16,618 I24",9,327,"RC_to_SA"
"974",1,"708 P08,710 M16,712 J24",17,328,"RC_to_SA"
"975",2,"700 M24,702 I24,704 K16",32,328,"RC_to_SA"
"976",3,"612 O16,614 P16,618 K24",20,328,"RC_to_SA"
"977",1,"708 K08,710 N16,712 K08",72,329,"RC_to_SA"
"978",2,"700 I08,702 P16,704 K16",12,329,"RC_to_SA"
"979",3,"612 N16,614 J08,618 O24",28,329,"RC_to_SA"
"980",1,"708 J24,710 O24,712 O16",29,330,"RC_to_SA"
"981",2,"700 P24,702 K16,704 J16",22,330,"RC_to_SA"
"982",3,"612 K08,614 I08,618 K08",18,330,"RC_to_SA"
"983",1,"708 P16,710 L24,712 P08",105,331,"RC_to_SA"
"984",2,"700 N16,702 M16,704 N24",25,331,"RC_to_SA"
"985",3,"612 N08,614 L16,618 P24",44,331,"RC_to_SA"
"986",1,"708 O08,710 N08,712 N24",16,332,"RC_to_SA"
"987",2,"700 L08,702 M24,704 N08",19,332,"RC_to_SA"
"988",3,"612 I08,614 M08,618 J24",14,332,"RC_to_SA"
"989",1,"708 M08,710 I24,712 O08",63,333,"RC_to_SA"
"990",2,"700 J08,702 I24,704 P24",5,333,"RC_to_SA"
"991",3,"612 L16,614 K08,618 N08",31,333,"RC_to_SA"
"992",1,"708 K24,710 I16,712 I16",1,334,"RC_to_SA"
"993",2,"700 K16,702 P16,704 L16",9,334,"RC_to_SA"
"994",3,"612 N24,614 O16,618 I24",64,334,"RC_to_SA"
"995",1,"708 N24,710 P08,712 L16",28,335,"RC_to_SA"
"996",2,"700 L16,702 I08,704 P16",11,335,"RC_to_SA"
"997",3,"612 O24,614 N16,618 K24",110,335,"RC_to_SA"
"998",1,"708 K16,710 M24,712 N24",55,336,"RC_to_SA"
"999",2,"700 I16,702 L08,704 L16",22,336,"RC_to_SA"
"1000",3,"612 M08,614 L08,618 I08",11,336,"RC_to_SA"
"1001",1,"708 N24,710 I16,712 J08",5,337,"RC_to_SA"
"1002",2,"700 M16,702 J08,704 K24",17,337,"RC_to_SA"
"1003",3,"612 I08,614 P08,618 L24",158,337,"RC_to_SA"
"1004",1,"708 O24,710 I08,712 L24",118,338,"RC_to_SA"
"1005",2,"700 K08,702 J08,704 J16",11,338,"RC_to_SA"
"1006",3,"612 O08,614 O08,618 J16",4,338,"RC_to_SA"
"1007",1,"708 L16,710 I16,712 K16",15,339,"RC_to_SA"
"1008",2,"700 O08,702 L24,704 L08",75,339,"RC_to_SA"
"1009",3,"612 P08,614 M24,618 I08",18,339,"RC_to_SA"
"1010",1,"708 J08,710 L16,712 M08",19,340,"RC_to_SA"
"1011",2,"700 I16,702 J16,704 K16",23,340,"RC_to_SA"
"1012",3,"612 N08,614 N24,618 P16",13,340,"RC_to_SA"
"1013",1,"708 O24,710 J24,712 M16",66,341,"RC_to_SA"
"1014",2,"700 P08,702 O08,704 O16",8,341,"RC_to_SA"
"1015",3,"612 I08,614 K08,618 K16",26,341,"RC_to_SA"
"1016",1,"708 L08,710 M24,712 K16",92,342,"RC_to_SA"
"1017",2,"700 O08,702 P24,704 N24",24,342,"RC_to_SA"
"1018",3,"612 P24,614 P24,618 K24",145,342,"RC_to_SA"
"1019",1,"708 K24,710 M24,712 K16",98,343,"RC_to_SA"
"1020",2,"700 M16,702 I08,704 J08",2,343,"RC_to_SA"
"1021",3,"612 L16,614 M24,618 N08",43,343,"RC_to_SA"
"1022",1,"708 I08,710 L08,712 N16",13,344,"RC_to_SA"
"1023",2,"700 K16,702 N24,704 M08",23,344,"RC_to_SA"
"1024",3,"612 K08,614 K24,618 M24",121,344,"RC_to_SA"
"1025",1,"708 I24,710 O16,712 L24",76,345,"RC_to_SA"
"1026",2,"700 K24,702 J08,704 K08",29,345,"RC_to_SA"
"1027",3,"612 K24,614 L08,618 M08",28,345,"RC_to_SA"
"1028",2,"700 M16,702 I16,704 I24",134,346,"RC_to_SA"
"1029",3,"612 N08,614 N24,618 M16",24,346,"RC_to_SA"
"1030",1,"708 O08,710 I08,712 N16",13,347,"RC_to_SA"
"1031",2,"700 O16,702 J24,704 P16",16,347,"RC_to_SA"
"1032",3,"612 L16,614 L16,618 M24",114,347,"RC_to_SA"
"1033",1,"708 P24,710 O08,712 L16",10,348,"RC_to_SA"
"1034",2,"700 O16,702 N24,704 I08",21,348,"RC_to_SA"
"1035",3,"612 L08,614 K16,618 O16",8,348,"RC_to_SA"
"1036",1,"708 P24,710 P24,712 L24",91,349,"RC_to_SA"
"1037",2,"700 J24,702 I24,704 M16",19,349,"RC_to_SA"
"1038",3,"612 M08,614 I24,618 N16",46,349,"RC_to_SA"
"1039",1,"708 O08,710 L24,712 K08",299,350,"RC_to_SA"
"1040",2,"700 L08,702 K08,704 P08",16,350,"RC_to_SA"
"1041",3,"612 P24,614 I16,618 O08",6,350,"RC_to_SA"
"1042",1,"708 N24,710 M08,712 P24",12,351,"RC_to_SA"
"1043",2,"700 O08,702 O16,704 P24",11,351,"RC_to_SA"
"1044",3,"612 J24,614 M16,618 N08",15,351,"RC_to_SA"
"1045",1,"708 I24,710 J08,712 M16",10,352,"RC_to_SA"
"1046",2,"700 L16,702 I24,704 M24",27,352,"RC_to_SA"
"1047",3,"612 P08,614 L24,618 O24",336,352,"RC_to_SA"
"1048",2,"700 L16,702 N16,704 K08",17,353,"RC_to_SA"
"1049",3,"612 M08,614 N16,618 O08",14,353,"RC_to_SA"
"1050",1,"708 M16,710 M16,712 M08",2,354,"RC_to_SA"
"1051",2,"700 K08,702 K24,704 M16",8,354,"RC_to_SA"
"1052",3,"612 P08,614 M08,618 I16",5,354,"RC_to_SA"
"1053",1,"708 M08,710 L08,712 N16",22,355,"RC_to_SA"
"1054",2,"700 I08,702 N08,704 J24",117,355,"RC_to_SA"
"1055",3,"612 O24,614 N08,618 I16",21,355,"RC_to_SA"
"1056",1,"708 N16,710 K24,712 J16",44,356,"RC_to_SA"
"1057",2,"700 K08,702 I16,704 L24",109,356,"RC_to_SA"
"1058",3,"612 J16,614 N24,618 P08",18,356,"RC_to_SA"
"1059",1,"708 M24,710 M08,712 K24",30,357,"RC_to_SA"
"1060",2,"700 O08,702 P08,704 I24",138,357,"RC_to_SA"
"1061",3,"612 P24,614 P16,618 J16",11,357,"RC_to_SA"
"1062",1,"708 I08,710 M16,712 N24",5,358,"RC_to_SA"
"1063",2,"700 L08,702 O08,704 N08",25,358,"RC_to_SA"
"1064",3,"612 L16,614 K16,618 P24",83,358,"RC_to_SA"
"1065",1,"708 J24,710 I08,712 M24",23,359,"RC_to_SA"
"1066",2,"700 L08,702 J24,704 M08",15,359,"RC_to_SA"
"1067",3,"612 J08,614 K08,618 O16",5,359,"RC_to_SA"
"1068",1,"708 N24,710 L08,712 N24",49,360,"RC_to_SA"
"1069",2,"700 N08,702 O16,704 M16",4,360,"RC_to_SA"
"1070",3,"612 K08,614 P08,618 P16",3,360,"RC_to_SA"
"1071",1,"708 N16,710 L16,712 I24",12,361,"RC_to_SA"
"1072",2,"700 O08,702 O16,704 J24",65,361,"RC_to_SA"
"1073",3,"612 O16,614 O24,618 M24",109,361,"RC_to_SA"
"1074",1,"708 J08,710 J24,712 O24",73,362,"RC_to_SA"
"1075",2,"700 O08,702 O16,704 M16",6,362,"RC_to_SA"
"1076",3,"612 L24,614 I24,618 O16",240,362,"RC_to_SA"
"1077",1,"708 L16,710 L16,712 J16",12,363,"RC_to_SA"
"1078",2,"700 O24,702 M08,704 I24",273,363,"RC_to_SA"
"1079",3,"612 P16,614 N24,618 K08",69,363,"RC_to_SA"
"1080",1,"708 M08,710 J16,712 O16",9,364,"RC_to_SA"
"1081",2,"700 O08,702 L08,704 K24",49,364,"RC_to_SA"
"1082",3,"612 I24,614 K16,618 I24",89,364,"RC_to_SA"
"1083",1,"708 P08,710 M08,712 P16",6,365,"RC_to_SA"
"1084",2,"700 I16,702 I16,704 N08",7,365,"RC_to_SA"
"1085",3,"612 N08,614 K16,618 L08",15,365,"RC_to_SA"
"1086",1,"708 L24,710 J24,712 M24",378,366,"RC_to_SA"
"1087",2,"700 I08,702 K24,704 I24",221,366,"RC_to_SA"
"1088",3,"612 O08,614 O08,618 K24",35,366,"RC_to_SA"
"1089",1,"708 J16,710 K16,712 O24",5,367,"RC_to_SA"
"1090",2,"700 L08,702 J08,704 L16",17,367,"RC_to_SA"
"1091",3,"612 L24,614 M24,618 I16",294,367,"RC_to_SA"
"1092",1,"708 P16,710 K08,712 O24",9,368,"RC_to_SA"
"1093",2,"700 K08,702 P08,704 K16",19,368,"RC_to_SA"
"1094",3,"612 P16,614 L16,618 N24",62,368,"RC_to_SA"
"1095",1,"708 N08,710 N24,712 J24",68,369,"RC_to_SA"
"1096",2,"700 K16,702 N16,704 N24",27,369,"RC_to_SA"
"1097",3,"612 P16,614 I24,618 K16",33,369,"RC_to_SA"
"1098",1,"708 I24,710 K24,712 O24",97,370,"RC_to_SA"
"1099",2,"700 P16,702 M16,704 M16",5,370,"RC_to_SA"
"1100",3,"612 L24,614 J16,618 I16",130,370,"RC_to_SA"
"1101",1,"708 P24,710 L08,712 P08",5,371,"RC_to_SA"
"1102",2,"700 M16,702 L16,704 P16",10,371,"RC_to_SA"
"1103",3,"612 N16,614 P16,618 N08",6,371,"RC_to_SA"
"1104",1,"708 L24,710 O24,712 J08",180,372,"RC_to_SA"
"1105",2,"700 O16,702 N08,704 L16",13,372,"RC_to_SA"
"1106",3,"612 N16,614 I16,618 P24",25,372,"RC_to_SA"
"1107",1,"708 P24,710 O08,712 P16",9,373,"RC_to_SA"
"1108",2,"700 O08,702 P24,704 O08",7,373,"RC_to_SA"
"1109",3,"612 L08,614 I08,618 P24",32,373,"RC_to_SA"
"1110",1,"708 O08,710 J08,712 I08",5,374,"RC_to_SA"
"1111",2,"700 M08,702 K24,704 N08",14,374,"RC_to_SA"
"1112",3,"612 I24,614 I24,618 O16",59,374,"RC_to_SA"
"1113",1,"708 J24,710 I16,712 J08",15,375,"RC_to_SA"
"1114",2,"700 N08,702 I16,704 N08",6,375,"RC_to_SA"
"1115",3,"612 K08,614 L16,618 P08",8,375,"RC_to_SA"
"1116",1,"708 N16,710 L08,712 I16",3,376,"RC_to_SA"
"1117",2,"700 I16,702 P16,704 L24",71,376,"RC_to_SA"
"1118",3,"612 M24,614 I16,618 O08",11,376,"RC_to_SA"
"1119",1,"708 K08,710 P24,712 M16",30,377,"RC_to_SA"
"1120",2,"700 P08,702 K08,704 M08",8,377,"RC_to_SA"
"1121",3,"612 J16,614 N24,618 M08",26,377,"RC_to_SA"
"1122",1,"708 N16,710 L16,712 J16",9,378,"RC_to_SA"
"1123",2,"700 I24,702 O16,704 O24",64,378,"RC_to_SA"
"1124",3,"612 M08,614 I16,618 J08",7,378,"RC_to_SA"
"1125",1,"708 K16,710 O24,712 O16",24,379,"RC_to_SA"
"1126",2,"700 I24,702 N08,704 N24",33,379,"RC_to_SA"
"1127",3,"612 I16,614 J08,618 I24",22,379,"RC_to_SA"
"1128",1,"708 K24,710 I08,712 O08",10,380,"RC_to_SA"
"1129",2,"700 I16,702 O24,704 L08",13,380,"RC_to_SA"
"1130",3,"612 I16,614 P24,618 I16",22,380,"RC_to_SA"
"1131",1,"708 N16,710 N16,712 L24",72,381,"RC_to_SA"
"1132",2,"700 J16,702 M24,704 K24",52,381,"RC_to_SA"
"1133",3,"612 O16,614 N08,618 I24",16,381,"RC_to_SA"
"1134",1,"708 J16,710 M24,712 M16",18,382,"RC_to_SA"
"1135",2,"700 O08,702 M08,704 L16",8,382,"RC_to_SA"
"1136",1,"708 L08,710 O24,712 L16",56,383,"RC_to_SA"
"1137",2,"700 J08,702 K16,704 P24",20,383,"RC_to_SA"
"1138",3,"612 N08,614 L24,618 K08",341,383,"RC_to_SA"
"1139",1,"708 L16,710 P08,712 L16",21,384,"RC_to_SA"
"1140",2,"700 I24,702 K16,704 M08",9,384,"RC_to_SA"
"1141",3,"612 M24,614 J16,618 O24",38,384,"RC_to_SA"
"1142",1,"708 N16,710 M16,712 K08",9,385,"RC_to_SA"
"1143",2,"700 K24,702 P16,704 N24",50,385,"RC_to_SA"
"1144",3,"612 J08,614 N16,618 N24",102,385,"RC_to_SA"
"1145",1,"708 J16,710 L16,712 J24",17,386,"RC_to_SA"
"1146",2,"700 N24,702 O16,704 M08",14,386,"RC_to_SA"
"1147",3,"612 N08,614 L16,618 K24",74,386,"RC_to_SA"
"1148",1,"708 I08,710 O24,712 K08",43,387,"RC_to_SA"
"1149",2,"700 K08,702 N24,704 K08",24,387,"RC_to_SA"
"1150",3,"612 K08,614 M08,618 L08",18,387,"RC_to_SA"
"1151",1,"708 M08,710 L24,712 K16",339,388,"RC_to_SA"
"1152",2,"700 J08,702 O16,704 N16",6,388,"RC_to_SA"
"1153",3,"612 N16,614 I08,618 J08",3,388,"RC_to_SA"
"1154",1,"708 K24,710 O08,712 I24",20,389,"RC_to_SA"
"1155",2,"700 I08,702 M08,704 M16",5,389,"RC_to_SA"
"1156",3,"612 P16,614 J24,618 N16",50,389,"RC_to_SA"
"1157",1,"708 M08,710 N08,712 L16",18,390,"RC_to_SA"
"1158",2,"700 M08,702 M24,704 I16",13,390,"RC_to_SA"
"1159",3,"612 J08,614 P24,618 P16",4,390,"RC_to_SA"
"1160",1,"708 I08,710 N24,712 O16",33,391,"RC_to_SA"
"1161",2,"700 O16,702 O24,704 K16",29,391,"RC_to_SA"
"1162",3,"612 N08,614 K08,618 M08",8,391,"RC_to_SA"
"1163",1,"708 P24,710 K16,712 K08",22,392,"RC_to_SA"
"1164",2,"700 P24,702 N24,704 P24",62,392,"RC_to_SA"
"1165",3,"612 M16,614 O24,618 O08",14,392,"RC_to_SA"
"1166",1,"708 K16,710 P08,712 P16",2,393,"RC_to_SA"
"1167",2,"700 O08,702 P08,704 N16",5,393,"RC_to_SA"
"1168",3,"612 I08,614 N16,618 O08",9,393,"RC_to_SA"
"1169",1,"708 M16,710 N16,712 J08",22,394,"RC_to_SA"
"1170",2,"700 O08,702 K16,704 L16",12,394,"RC_to_SA"
"1171",3,"612 K08,614 I08,618 N24",54,394,"RC_to_SA"
"1172",1,"708 K08,710 K16,712 N24",33,395,"RC_to_SA"
"1173",2,"700 O24,702 P16,704 N24",24,395,"RC_to_SA"
"1174",3,"612 J16,614 I24,618 I16",33,395,"RC_to_SA"
"1175",1,"708 L16,710 K16,712 M24",37,396,"RC_to_SA"
"1176",2,"700 M08,702 J24,704 L16",45,396,"RC_to_SA"
"1177",3,"612 M16,614 O08,618 I08",7,396,"RC_to_SA"
"1178",1,"708 K08,710 I24,712 J08",103,397,"RC_to_SA"
"1179",2,"700 L24,702 N08,704 I24",466,397,"RC_to_SA"
"1180",3,"612 J08,614 M24,618 M08",28,397,"RC_to_SA"
"1181",1,"708 J16,710 J24,712 L24",182,398,"RC_to_SA"
"1182",2,"700 N24,702 L08,704 K24",63,398,"RC_to_SA"
"1183",3,"612 P16,614 N08,618 J24",21,398,"RC_to_SA"
"1184",1,"708 L08,710 P08,712 M08",15,399,"RC_to_SA"
"1185",2,"700 K16,702 O16,704 N16",6,399,"RC_to_SA"
"1186",3,"612 N16,614 K08,618 I16",10,399,"RC_to_SA"
"1187",1,"708 J24,710 K08,712 I24",59,400,"RC_to_SA"
"1188",2,"700 L16,702 L24,704 K24",191,400,"RC_to_SA"
"1189",3,"612 P16,614 P08,618 J24",18,400,"RC_to_SA"
