"","batch","plate_well","count","run_no","contrast"
"398",3,"612 O16,614 P16,618 M16",3,134,"RC_to_SA"
"399",1,"708 I08,710 L24,712 N24",257,135,"RC_to_SA"
"400",2,"700 L24,702 K08,704 M24",187,135,"RC_to_SA"
"401",1,"708 O08,710 P08,712 I24",3,136,"RC_to_SA"
"402",2,"700 J24,702 P24,704 K08",36,136,"RC_to_SA"
"403",3,"612 L08,614 J24,618 J08",69,136,"RC_to_SA"
"404",1,"708 M08,710 M08,712 L08",43,137,"RC_to_SA"
"405",2,"700 O24,702 N16,704 O24",50,137,"RC_to_SA"
"406",3,"612 M16,614 N16,618 N08",20,137,"RC_to_SA"
"407",1,"708 N16,710 P16,712 P08",8,138,"RC_to_SA"
"408",2,"700 N08,702 O16,704 M08",13,138,"RC_to_SA"
"409",3,"612 K24,614 M16,618 K16",32,138,"RC_to_SA"
"410",1,"708 I16,710 N24,712 K08",49,139,"RC_to_SA"
"411",2,"700 P24,702 P24,704 P16",25,139,"RC_to_SA"
"412",3,"612 M24,614 P08,618 K08",24,139,"RC_to_SA"
"413",1,"708 L08,710 K08,712 O08",36,140,"RC_to_SA"
"414",2,"700 L08,702 N08,704 I24",197,140,"RC_to_SA"
"415",3,"612 M08,614 K24,618 J08",61,140,"RC_to_SA"
"416",1,"708 J16,710 M16,712 J08",12,141,"RC_to_SA"
"417",2,"700 K16,702 K24,704 M24",63,141,"RC_to_SA"
"418",3,"612 M08,614 L08,618 J08",5,141,"RC_to_SA"
"419",1,"708 N24,710 O16,712 M08",13,142,"RC_to_SA"
"420",2,"700 N24,702 O16,704 M24",39,142,"RC_to_SA"
"421",3,"612 J08,614 M08,618 P24",30,142,"RC_to_SA"
"422",1,"708 I16,710 O16,712 M16",5,143,"RC_to_SA"
"423",2,"700 I24,702 L24,704 K16",151,143,"RC_to_SA"
"424",3,"612 I08,614 K16,618 J08",14,143,"RC_to_SA"
"425",1,"708 I08,710 N08,712 N24",9,144,"RC_to_SA"
"426",2,"700 K24,702 L24,704 L24",634,144,"RC_to_SA"
"427",3,"612 J16,614 M08,618 L24",231,144,"RC_to_SA"
"428",1,"708 K08,710 M24,712 P24",36,145,"RC_to_SA"
"429",2,"700 I24,702 K16,704 L16",17,145,"RC_to_SA"
"430",3,"612 O08,614 M24,618 K16",41,145,"RC_to_SA"
"431",1,"708 K24,710 P24,712 N08",44,146,"RC_to_SA"
"432",2,"700 N24,702 J16,704 K24",38,146,"RC_to_SA"
"433",3,"612 N24,614 L16,618 P24",124,146,"RC_to_SA"
"434",1,"708 L16,710 I24,712 J24",117,147,"RC_to_SA"
"435",2,"700 J16,702 N24,704 N16",2,147,"RC_to_SA"
"436",3,"612 M24,614 O16,618 M16",14,147,"RC_to_SA"
"437",1,"708 L16,710 P16,712 O08",10,148,"RC_to_SA"
"438",2,"700 O24,702 J16,704 I08",11,148,"RC_to_SA"
"439",3,"612 K08,614 O24,618 L08",43,148,"RC_to_SA"
"440",1,"708 J24,710 I16,712 J08",15,149,"RC_to_SA"
"441",2,"700 I24,702 N16,704 J24",115,149,"RC_to_SA"
"442",3,"612 K08,614 K16,618 N24",82,149,"RC_to_SA"
"443",1,"708 L08,710 N08,712 I08",22,150,"RC_to_SA"
"444",2,"700 O24,702 P16,704 I24",203,150,"RC_to_SA"
"445",3,"612 P16,614 J08,618 J24",9,150,"RC_to_SA"
"446",1,"708 P08,710 I08,712 I24",10,151,"RC_to_SA"
"447",2,"700 L08,702 K08,704 N24",62,151,"RC_to_SA"
"448",3,"612 N16,614 M08,618 I24",37,151,"RC_to_SA"
"449",1,"708 P16,710 P16,712 M08",17,152,"RC_to_SA"
"450",2,"700 O16,702 J08,704 K16",22,152,"RC_to_SA"
"451",3,"612 I24,614 I24,618 N24",277,152,"RC_to_SA"
"452",1,"708 O16,710 M08,712 O16",4,153,"RC_to_SA"
"453",2,"700 O24,702 P16,704 K24",46,153,"RC_to_SA"
"454",3,"612 K24,614 L16,618 M16",30,153,"RC_to_SA"
"455",1,"708 P24,710 J08,712 J24",22,154,"RC_to_SA"
"456",2,"700 J08,702 M24,704 M08",13,154,"RC_to_SA"
"457",3,"612 K16,614 O08,618 O16",6,154,"RC_to_SA"
"458",1,"708 L16,710 K08,712 M08",32,155,"RC_to_SA"
"459",2,"700 L08,702 P24,704 M16",18,155,"RC_to_SA"
"460",3,"612 J08,614 L16,618 L24",350,155,"RC_to_SA"
"461",1,"708 K16,710 I08,712 J08",16,156,"RC_to_SA"
"462",2,"700 I24,702 M16,704 O16",4,156,"RC_to_SA"
"463",3,"612 I24,614 M16,618 I08",6,156,"RC_to_SA"
"464",1,"708 N24,710 L16,712 M24",17,157,"RC_to_SA"
"465",3,"612 P08,614 I24,618 O08",14,157,"RC_to_SA"
"466",1,"708 O24,710 O24,712 I16",28,158,"RC_to_SA"
"467",2,"700 I24,702 O16,704 O16",14,158,"RC_to_SA"
"468",3,"612 K08,614 N24,618 O16",6,158,"RC_to_SA"
"469",1,"708 K24,710 P08,712 J24",23,159,"RC_to_SA"
"470",2,"700 J24,702 M16,704 N24",53,159,"RC_to_SA"
"471",3,"612 J16,614 I16,618 I24",27,159,"RC_to_SA"
"472",1,"708 P16,710 J16,712 N24",7,160,"RC_to_SA"
"473",2,"700 N08,702 I08,704 M16",5,160,"RC_to_SA"
"474",3,"612 N08,614 M08,618 I24",19,160,"RC_to_SA"
"475",1,"708 K08,710 L16,712 K24",59,161,"RC_to_SA"
"476",2,"700 L08,702 O08,704 J24",137,161,"RC_to_SA"
"477",3,"612 L08,614 K08,618 N08",3,161,"RC_to_SA"
"478",1,"708 M08,710 K24,712 K16",105,162,"RC_to_SA"
"479",2,"700 J08,702 O08,704 O16",3,162,"RC_to_SA"
"480",3,"612 N16,614 O24,618 P16",21,162,"RC_to_SA"
"481",1,"708 I16,710 N16,712 M24",7,163,"RC_to_SA"
"482",2,"700 P08,702 N24,704 O08",7,163,"RC_to_SA"
"483",3,"612 I16,614 L16,618 J16",12,163,"RC_to_SA"
"484",2,"700 J16,702 L24,704 N16",57,164,"RC_to_SA"
"485",3,"612 K24,614 J16,618 K08",122,164,"RC_to_SA"
"486",1,"708 O16,710 N24,712 I16",19,165,"RC_to_SA"
"487",2,"700 M16,702 N16,704 M24",15,165,"RC_to_SA"
"488",3,"612 P08,614 J08,618 O24",16,165,"RC_to_SA"
"489",1,"708 L16,710 K24,712 O08",75,166,"RC_to_SA"
"490",2,"700 I16,702 K24,704 J16",14,166,"RC_to_SA"
"491",3,"612 M16,614 J24,618 M24",120,166,"RC_to_SA"
"492",1,"708 L24,710 J08,712 O16",70,167,"RC_to_SA"
"493",2,"700 L24,702 O08,704 L16",66,167,"RC_to_SA"
"494",3,"612 O24,614 K16,618 N24",154,167,"RC_to_SA"
"495",1,"708 L24,710 L24,712 P16",397,168,"RC_to_SA"
"496",2,"700 L24,702 L08,704 M08",76,168,"RC_to_SA"
"497",3,"612 J16,614 N24,618 I24",88,168,"RC_to_SA"
"498",1,"708 O08,710 O24,712 J16",18,169,"RC_to_SA"
"499",2,"700 L08,702 L08,704 K24",93,169,"RC_to_SA"
"500",3,"612 K16,614 I08,618 N16",20,169,"RC_to_SA"
"501",1,"708 O16,710 M24,712 P08",8,170,"RC_to_SA"
"502",2,"700 M24,702 M16,704 L08",1,170,"RC_to_SA"
"503",3,"612 L08,614 L16,618 K24",95,170,"RC_to_SA"
"504",1,"708 M24,710 P24,712 K24",44,171,"RC_to_SA"
"505",2,"700 I24,702 O24,704 L08",16,171,"RC_to_SA"
"506",3,"612 M24,614 O24,618 K24",246,171,"RC_to_SA"
"507",1,"708 I24,710 K24,712 L24",332,172,"RC_to_SA"
"508",2,"700 K08,702 P08,704 N24",20,172,"RC_to_SA"
"509",3,"612 K24,614 I24,618 P16",75,172,"RC_to_SA"
"510",1,"708 K08,710 L08,712 I08",27,173,"RC_to_SA"
"511",2,"700 J24,702 L24,704 K24",347,173,"RC_to_SA"
"512",3,"612 N24,614 O16,618 M08",30,173,"RC_to_SA"
"513",1,"708 K24,710 K08,712 L16",68,174,"RC_to_SA"
"514",2,"700 I08,702 N08,704 O08",5,174,"RC_to_SA"
"515",3,"612 J08,614 K24,618 L08",45,174,"RC_to_SA"
"516",1,"708 I24,710 O24,712 M16",25,175,"RC_to_SA"
"517",2,"700 P08,702 J08,704 P08",1,175,"RC_to_SA"
"518",3,"612 L16,614 K08,618 P16",16,175,"RC_to_SA"
"519",1,"708 O08,710 M08,712 J16",6,176,"RC_to_SA"
"520",2,"700 K24,702 K16,704 N24",60,176,"RC_to_SA"
"521",3,"612 M08,614 O16,618 K08",23,176,"RC_to_SA"
"522",1,"708 N08,710 M16,712 P24",8,177,"RC_to_SA"
"523",2,"700 L16,702 M08,704 P08",3,177,"RC_to_SA"
"524",3,"612 O24,614 J24,618 I24",202,177,"RC_to_SA"
"525",1,"708 I24,710 M08,712 P24",23,178,"RC_to_SA"
"526",2,"700 P24,702 P08,704 J16",11,178,"RC_to_SA"
"527",3,"612 N08,614 J24,618 I08",50,178,"RC_to_SA"
"528",1,"708 M08,710 N24,712 P16",17,179,"RC_to_SA"
"529",2,"700 O24,702 K24,704 L08",41,179,"RC_to_SA"
"530",3,"612 P08,614 O08,618 I16",9,179,"RC_to_SA"
"531",1,"708 N08,710 M08,712 J24",17,180,"RC_to_SA"
"532",2,"700 N16,702 K16,704 M08",1,180,"RC_to_SA"
"533",3,"612 M24,614 M08,618 L24",339,180,"RC_to_SA"
"534",1,"708 M24,710 K08,712 O24",23,181,"RC_to_SA"
"535",2,"700 I24,702 O08,704 M08",12,181,"RC_to_SA"
"536",3,"612 P08,614 M24,618 O16",10,181,"RC_to_SA"
"537",1,"708 M16,710 M08,712 M08",14,182,"RC_to_SA"
"538",2,"700 N16,702 I16,704 N08",4,182,"RC_to_SA"
"539",3,"612 I08,614 N16,618 M16",11,182,"RC_to_SA"
"540",1,"708 L24,710 O24,712 I24",232,183,"RC_to_SA"
"541",2,"700 P24,702 O08,704 M08",13,183,"RC_to_SA"
"542",3,"612 O08,614 K16,618 J24",44,183,"RC_to_SA"
"543",1,"708 J08,710 L24,712 O16",195,184,"RC_to_SA"
"544",2,"700 M16,702 P24,704 O16",4,184,"RC_to_SA"
"545",3,"612 N08,614 M08,618 I24",19,184,"RC_to_SA"
"546",1,"708 N16,710 K24,712 K24",59,185,"RC_to_SA"
"547",2,"700 J24,702 L16,704 J24",164,185,"RC_to_SA"
"548",3,"612 M24,614 I08,618 L16",25,185,"RC_to_SA"
"549",1,"708 J24,710 P16,712 K24",35,186,"RC_to_SA"
"550",2,"700 I24,702 L24,704 O16",85,186,"RC_to_SA"
"551",3,"612 J24,614 L08,618 N24",188,186,"RC_to_SA"
"552",1,"708 J08,710 M16,712 M16",2,187,"RC_to_SA"
"553",2,"700 P24,702 J16,704 I16",9,187,"RC_to_SA"
"554",3,"612 P16,614 O24,618 K08",36,187,"RC_to_SA"
"555",1,"708 L16,710 O24,712 N08",55,188,"RC_to_SA"
"556",2,"700 O08,702 J16,704 P16",9,188,"RC_to_SA"
"557",3,"612 M24,614 J16,618 J08",15,188,"RC_to_SA"
"558",1,"708 I08,710 M24,712 O16",15,189,"RC_to_SA"
"559",2,"700 K24,702 O24,704 I08",31,189,"RC_to_SA"
"560",3,"612 O08,614 I24,618 P08",15,189,"RC_to_SA"
"561",1,"708 N16,710 O16,712 N08",10,190,"RC_to_SA"
"562",2,"700 N08,702 J24,704 K08",21,190,"RC_to_SA"
"563",3,"612 P24,614 K08,618 L08",43,190,"RC_to_SA"
"564",1,"708 I24,710 L08,712 P16",3,191,"RC_to_SA"
"565",2,"700 K24,702 K16,704 K24",83,191,"RC_to_SA"
"566",3,"612 I16,614 I24,618 L08",20,191,"RC_to_SA"
"567",1,"708 L08,710 N24,712 K08",75,192,"RC_to_SA"
"568",2,"700 K08,702 K24,704 J08",20,192,"RC_to_SA"
"569",3,"612 M16,614 I24,618 J08",40,192,"RC_to_SA"
"570",1,"708 L24,710 M24,712 J24",227,193,"RC_to_SA"
"571",2,"700 M08,702 K08,704 M08",18,193,"RC_to_SA"
"572",3,"612 N08,614 I08,618 J08",3,193,"RC_to_SA"
"573",1,"708 M24,710 L24,712 O24",262,194,"RC_to_SA"
"574",2,"700 M24,702 P08,704 M16",1,194,"RC_to_SA"
"575",3,"612 I24,614 K16,618 J16",37,194,"RC_to_SA"
"576",1,"708 I16,710 J08,712 O24",3,195,"RC_to_SA"
"577",2,"700 K16,702 J24,704 N24",89,195,"RC_to_SA"
"578",3,"612 J08,614 O16,618 I08",6,195,"RC_to_SA"
"579",1,"708 I24,710 O16,712 M24",9,196,"RC_to_SA"
"580",2,"700 J16,702 N16,704 K16",14,196,"RC_to_SA"
"581",3,"612 M16,614 M24,618 O24",73,196,"RC_to_SA"
"582",1,"708 O08,710 K08,712 J16",4,197,"RC_to_SA"
"583",2,"700 P16,702 L24,704 M24",99,197,"RC_to_SA"
"584",3,"612 K16,614 L16,618 O24",98,197,"RC_to_SA"
"585",1,"708 M24,710 N16,712 L08",43,198,"RC_to_SA"
"586",2,"700 M24,702 P08,704 K24",28,198,"RC_to_SA"
"587",3,"612 L24,614 K16,618 P16",106,198,"RC_to_SA"
"588",1,"708 N24,710 O08,712 I08",6,199,"RC_to_SA"
"589",2,"700 J08,702 P24,704 I08",5,199,"RC_to_SA"
"590",3,"612 K08,614 M08,618 J08",12,199,"RC_to_SA"
"591",1,"708 N24,710 M08,712 K16",36,200,"RC_to_SA"
"592",2,"700 P24,702 M08,704 M24",60,200,"RC_to_SA"
"593",3,"612 P08,614 P16,618 N16",6,200,"RC_to_SA"
"594",1,"708 K08,710 K16,712 N08",46,201,"RC_to_SA"
"595",2,"700 K08,702 P24,704 K08",22,201,"RC_to_SA"
"596",3,"612 I16,614 K16,618 M08",11,201,"RC_to_SA"
"597",1,"708 N16,710 N08,712 K24",8,202,"RC_to_SA"
"598",2,"700 P16,702 O16,704 P08",7,202,"RC_to_SA"
"599",3,"612 L16,614 N16,618 I24",52,202,"RC_to_SA"
"600",1,"708 K16,710 P08,712 K08",12,203,"RC_to_SA"
"601",2,"700 N16,702 J16,704 M24",18,203,"RC_to_SA"
"602",3,"612 P08,614 O08,618 L24",129,203,"RC_to_SA"
"603",1,"708 M08,710 N24,712 P08",19,204,"RC_to_SA"
"604",2,"700 N16,702 O16,704 O08",2,204,"RC_to_SA"
"605",3,"612 J16,614 N08,618 J24",24,204,"RC_to_SA"
"606",1,"708 K24,710 I16,712 N16",5,205,"RC_to_SA"
"607",2,"700 K08,702 N24,704 K24",31,205,"RC_to_SA"
"608",3,"612 N24,614 M16,618 L24",201,205,"RC_to_SA"
"609",1,"708 M08,710 K24,712 P16",44,206,"RC_to_SA"
"610",2,"700 K08,702 P24,704 O24",34,206,"RC_to_SA"
"611",3,"612 K08,614 O16,618 N16",10,206,"RC_to_SA"
"612",1,"708 P08,710 N08,712 I24",6,207,"RC_to_SA"
"613",2,"700 K24,702 K24,704 P16",15,207,"RC_to_SA"
"614",3,"612 L24,614 P24,618 P16",122,207,"RC_to_SA"
"615",1,"708 M16,710 N08,712 I16",4,208,"RC_to_SA"
"616",2,"700 K08,702 O24,704 N24",38,208,"RC_to_SA"
"617",3,"612 P16,614 J24,618 M08",38,208,"RC_to_SA"
"618",1,"708 O08,710 P16,712 K08",3,209,"RC_to_SA"
"619",2,"700 J08,702 P24,704 J08",4,209,"RC_to_SA"
"620",3,"612 J24,614 K24,618 O08",59,209,"RC_to_SA"
"621",1,"708 L24,710 I16,712 N24",71,210,"RC_to_SA"
"622",2,"700 L16,702 O24,704 I24",231,210,"RC_to_SA"
"623",3,"612 L24,614 K24,618 P24",579,210,"RC_to_SA"
"624",1,"708 O16,710 O08,712 J08",2,211,"RC_to_SA"
"625",2,"700 N16,702 J24,704 J24",181,211,"RC_to_SA"
"626",3,"612 I24,614 K24,618 O24",234,211,"RC_to_SA"
"627",1,"708 J24,710 J16,712 M24",8,212,"RC_to_SA"
"628",2,"700 K08,702 K16,704 P16",4,212,"RC_to_SA"
"629",3,"612 K16,614 M24,618 N16",73,212,"RC_to_SA"
"630",1,"708 K08,710 J24,712 O16",93,213,"RC_to_SA"
"631",2,"700 O08,702 K16,704 K16",11,213,"RC_to_SA"
"632",3,"612 M08,614 N16,618 J16",10,213,"RC_to_SA"
"633",1,"708 K24,710 P24,712 O08",22,214,"RC_to_SA"
"634",2,"700 N08,702 N24,704 M24",43,214,"RC_to_SA"
"635",3,"612 I24,614 I08,618 P08",1,214,"RC_to_SA"
"636",2,"700 P16,702 J24,704 L08",10,215,"RC_to_SA"
"637",3,"612 I16,614 M16,618 M16",3,215,"RC_to_SA"
"638",1,"708 L08,710 K08,712 P08",24,216,"RC_to_SA"
"639",2,"700 I16,702 M24,704 K08",15,216,"RC_to_SA"
"640",3,"612 K16,614 N08,618 L24",326,216,"RC_to_SA"
"641",1,"708 N24,710 O24,712 M24",59,217,"RC_to_SA"
"642",2,"700 K16,702 P24,704 L08",12,217,"RC_to_SA"
"643",3,"612 J24,614 L08,618 K08",83,217,"RC_to_SA"
"644",1,"708 M16,710 K08,712 N24",9,218,"RC_to_SA"
"645",2,"700 P16,702 P24,704 O16",1,218,"RC_to_SA"
"646",3,"612 P16,614 M08,618 I24",17,218,"RC_to_SA"
"647",1,"708 P24,710 I16,712 P16",4,219,"RC_to_SA"
"648",2,"700 J24,702 N08,704 I24",261,219,"RC_to_SA"
"649",3,"612 L24,614 J08,618 O08",87,219,"RC_to_SA"
"650",1,"708 M24,710 N16,712 I08",15,220,"RC_to_SA"
"651",2,"700 M08,702 J16,704 J16",14,220,"RC_to_SA"
"652",3,"612 M24,614 M24,618 L24",521,220,"RC_to_SA"
"653",1,"708 O24,710 P24,712 O08",16,221,"RC_to_SA"
"654",2,"700 K08,702 M08,704 J16",12,221,"RC_to_SA"
"655",3,"612 N08,614 L08,618 J16",17,221,"RC_to_SA"
"656",1,"708 M24,710 M24,712 M16",27,222,"RC_to_SA"
"657",2,"700 I16,702 M16,704 L16",13,222,"RC_to_SA"
"658",3,"612 N16,614 I08,618 J16",3,222,"RC_to_SA"
"659",1,"708 P08,710 O08,712 N24",9,223,"RC_to_SA"
"660",2,"700 J16,702 O24,704 I08",10,223,"RC_to_SA"
"661",3,"612 M16,614 P24,618 M24",53,223,"RC_to_SA"
"662",1,"708 L16,710 O16,712 L08",36,224,"RC_to_SA"
"663",2,"700 P16,702 I16,704 J08",7,224,"RC_to_SA"
"664",3,"612 I08,614 I08,618 L08",1,224,"RC_to_SA"
"665",1,"708 L24,710 N08,712 N16",71,225,"RC_to_SA"
"666",2,"700 M08,702 O16,704 N24",29,225,"RC_to_SA"
"667",3,"612 N08,614 K24,618 N24",197,225,"RC_to_SA"
"668",1,"708 K24,710 K16,712 M16",14,226,"RC_to_SA"
"669",2,"700 P24,702 O24,704 K16",42,226,"RC_to_SA"
"670",3,"612 N16,614 L16,618 L16",33,226,"RC_to_SA"
"671",1,"708 P24,710 M16,712 K08",10,227,"RC_to_SA"
"672",2,"700 M24,702 P08,704 M16",1,227,"RC_to_SA"
"673",3,"612 K24,614 P08,618 I08",12,227,"RC_to_SA"
"674",1,"708 K08,710 M08,712 M08",35,228,"RC_to_SA"
"675",2,"700 L16,702 O16,704 K24",40,228,"RC_to_SA"
"676",3,"612 N08,614 P24,618 M16",11,228,"RC_to_SA"
"677",1,"708 L24,710 N08,712 O24",65,229,"RC_to_SA"
"678",2,"700 P08,702 P16,704 J08",5,229,"RC_to_SA"
"679",3,"612 N24,614 L08,618 M16",9,229,"RC_to_SA"
"680",1,"708 P08,710 N24,712 P16",11,230,"RC_to_SA"
"681",2,"700 O16,702 O16,704 K24",29,230,"RC_to_SA"
"682",3,"612 I24,614 J16,618 M24",76,230,"RC_to_SA"
"683",1,"708 O08,710 L24,712 P16",113,231,"RC_to_SA"
"684",2,"700 O08,702 K08,704 J08",12,231,"RC_to_SA"
"685",3,"612 K16,614 I24,618 K16",101,231,"RC_to_SA"
"686",1,"708 P08,710 J16,712 L16",13,232,"RC_to_SA"
"687",2,"700 O08,702 L16,704 J24",89,232,"RC_to_SA"
"688",3,"612 J16,614 J24,618 M24",115,232,"RC_to_SA"
"689",1,"708 J08,710 O24,712 N24",33,233,"RC_to_SA"
"690",2,"700 J24,702 P08,704 L08",10,233,"RC_to_SA"
"691",3,"612 K08,614 M24,618 O24",103,233,"RC_to_SA"
"692",1,"708 J08,710 L08,712 K08",14,234,"RC_to_SA"
"693",2,"700 K08,702 K16,704 P08",8,234,"RC_to_SA"
"694",3,"612 P24,614 M08,618 K08",43,234,"RC_to_SA"
"695",1,"708 O16,710 M16,712 L24",34,235,"RC_to_SA"
"696",2,"700 N16,702 O16,704 L08",3,235,"RC_to_SA"
"697",3,"612 N24,614 N24,618 K16",120,235,"RC_to_SA"
"698",1,"708 P24,710 L16,712 L24",71,236,"RC_to_SA"
"699",2,"700 L16,702 M24,704 K16",31,236,"RC_to_SA"
"700",3,"612 O24,614 J08,618 O16",4,236,"RC_to_SA"
"701",1,"708 P08,710 P24,712 M16",12,237,"RC_to_SA"
"702",2,"700 L24,702 P08,704 J08",68,237,"RC_to_SA"
"703",3,"612 M08,614 L24,618 K08",347,237,"RC_to_SA"
"704",1,"708 L24,710 K08,712 M08",165,238,"RC_to_SA"
"705",2,"700 O24,702 M16,704 K24",50,238,"RC_to_SA"
"706",3,"612 O16,614 P24,618 K16",50,238,"RC_to_SA"
"707",1,"708 N24,710 K24,712 I24",130,239,"RC_to_SA"
"708",2,"700 P16,702 K16,704 J24",93,239,"RC_to_SA"
"709",3,"612 P16,614 J08,618 K08",18,239,"RC_to_SA"
"710",1,"708 L08,710 P16,712 P24",21,240,"RC_to_SA"
"711",2,"700 K24,702 I24,704 L24",306,240,"RC_to_SA"
"712",3,"612 J24,614 M16,618 I08",9,240,"RC_to_SA"
"713",1,"708 P24,710 M08,712 L24",69,241,"RC_to_SA"
"714",2,"700 K24,702 O16,704 N16",10,241,"RC_to_SA"
"715",3,"612 I08,614 O16,618 J16",2,241,"RC_to_SA"
"716",1,"708 L16,710 O24,712 K24",71,242,"RC_to_SA"
"717",2,"700 N08,702 P24,704 N08",19,242,"RC_to_SA"
"718",3,"612 M08,614 O24,618 L08",28,242,"RC_to_SA"
"719",1,"708 N08,710 P24,712 P16",23,243,"RC_to_SA"
"720",2,"700 I24,702 O24,704 L16",16,243,"RC_to_SA"
"721",3,"612 L16,614 M24,618 L24",533,243,"RC_to_SA"
"722",1,"708 I16,710 N24,712 L16",56,244,"RC_to_SA"
"723",2,"700 O24,702 O08,704 P24",42,244,"RC_to_SA"
"724",3,"612 J16,614 P16,618 L08",5,244,"RC_to_SA"
"725",1,"708 I24,710 K24,712 I08",90,245,"RC_to_SA"
"726",2,"700 N08,702 M24,704 K16",25,245,"RC_to_SA"
"727",3,"612 P16,614 N16,618 J16",16,245,"RC_to_SA"
"728",1,"708 K08,710 N16,712 M08",37,246,"RC_to_SA"
"729",2,"700 N24,702 I08,704 M24",40,246,"RC_to_SA"
"730",3,"612 I16,614 K24,618 P08",12,246,"RC_to_SA"
"731",1,"708 J24,710 L24,712 I16",228,247,"RC_to_SA"
"732",2,"700 L08,702 O16,704 M16",15,247,"RC_to_SA"
"733",3,"612 P08,614 I24,618 N08",32,247,"RC_to_SA"
"734",1,"708 K16,710 O08,712 P08",8,248,"RC_to_SA"
"735",2,"700 O08,702 K08,704 P16",8,248,"RC_to_SA"
"736",3,"612 M08,614 J16,618 L24",219,248,"RC_to_SA"
"737",1,"708 M08,710 K08,712 P08",16,249,"RC_to_SA"
"738",2,"700 N08,702 J08,704 L16",13,249,"RC_to_SA"
"739",3,"612 L08,614 I16,618 M08",6,249,"RC_to_SA"
"740",1,"708 O08,710 N08,712 L24",84,250,"RC_to_SA"
"741",2,"700 K16,702 K08,704 J16",15,250,"RC_to_SA"
"742",3,"612 L16,614 O16,618 N08",8,250,"RC_to_SA"
"743",1,"708 N24,710 L16,712 O16",14,251,"RC_to_SA"
"744",2,"700 K24,702 K08,704 P08",28,251,"RC_to_SA"
"745",3,"612 O24,614 I08,618 M24",38,251,"RC_to_SA"
"746",1,"708 N16,710 O08,712 O16",3,252,"RC_to_SA"
"747",2,"700 N24,702 I16,704 I16",5,252,"RC_to_SA"
"748",3,"612 J16,614 I24,618 K16",55,252,"RC_to_SA"
"749",1,"708 J16,710 M08,712 P08",4,253,"RC_to_SA"
"750",2,"700 N16,702 L16,704 J08",7,253,"RC_to_SA"
"751",3,"612 P24,614 N16,618 N08",34,253,"RC_to_SA"
"752",1,"708 J24,710 P08,712 M16",1,254,"RC_to_SA"
"753",2,"700 M16,702 P24,704 J24",81,254,"RC_to_SA"
"754",3,"612 L16,614 L16,618 P08",24,254,"RC_to_SA"
"755",1,"708 I08,710 M24,712 J16",22,255,"RC_to_SA"
"756",2,"700 N24,702 N24,704 O16",30,255,"RC_to_SA"
"757",3,"612 K16,614 N08,618 M16",12,255,"RC_to_SA"
"758",1,"708 O24,710 K08,712 K08",54,256,"RC_to_SA"
"759",2,"700 N16,702 L16,704 I08",17,256,"RC_to_SA"
"760",3,"612 J16,614 I16,618 N24",41,256,"RC_to_SA"
"761",1,"708 P08,710 I16,712 L24",41,257,"RC_to_SA"
"762",2,"700 M24,702 J24,704 P16",26,257,"RC_to_SA"
"763",3,"612 L16,614 M08,618 I16",24,257,"RC_to_SA"
"764",1,"708 J08,710 P08,712 M08",13,258,"RC_to_SA"
"765",2,"700 J08,702 L24,704 J08",68,258,"RC_to_SA"
"766",3,"612 N24,614 P16,618 O08",6,258,"RC_to_SA"
"767",1,"708 L16,710 L08,712 J08",13,259,"RC_to_SA"
"768",2,"700 L16,702 L16,704 P24",19,259,"RC_to_SA"
"769",3,"612 O16,614 P08,618 O16",6,259,"RC_to_SA"
"770",1,"708 O08,710 J24,712 I08",48,260,"RC_to_SA"
"771",2,"700 I08,702 O08,704 K16",15,260,"RC_to_SA"
"772",3,"612 P16,614 M16,618 K16",8,260,"RC_to_SA"
"773",1,"708 L08,710 N16,712 L08",51,261,"RC_to_SA"
"774",2,"700 M24,702 J08,704 P08",3,261,"RC_to_SA"
"775",3,"612 J16,614 L16,618 J24",83,261,"RC_to_SA"
"776",1,"708 J08,710 P08,712 K16",4,262,"RC_to_SA"
"777",2,"700 P16,702 K24,704 K16",20,262,"RC_to_SA"
"778",3,"612 I16,614 O08,618 L24",134,262,"RC_to_SA"
"779",1,"708 N24,710 I24,712 M16",77,263,"RC_to_SA"
"780",2,"700 I08,702 I24,704 P16",5,263,"RC_to_SA"
"781",3,"612 J16,614 L24,618 M16",198,263,"RC_to_SA"
"782",1,"708 J24,710 L16,712 L24",181,264,"RC_to_SA"
"783",2,"700 L08,702 J16,704 J24",105,264,"RC_to_SA"
"784",3,"612 P16,614 N16,618 K16",23,264,"RC_to_SA"
"785",1,"708 K16,710 O08,712 O08",13,265,"RC_to_SA"
"786",2,"700 I24,702 I24,704 M24",43,265,"RC_to_SA"
"787",3,"612 J24,614 I16,618 J16",21,265,"RC_to_SA"
"788",1,"708 I24,710 P24,712 N16",24,266,"RC_to_SA"
"789",2,"700 I24,702 J16,704 O24",50,266,"RC_to_SA"
"790",3,"612 O08,614 N08,618 M16",6,266,"RC_to_SA"
"791",1,"708 J24,710 L24,712 P24",306,267,"RC_to_SA"
"792",2,"700 P08,702 M24,704 M24",51,267,"RC_to_SA"
"793",3,"612 J08,614 N08,618 J08",12,267,"RC_to_SA"
"794",1,"708 N16,710 O24,712 O16",13,268,"RC_to_SA"
"795",2,"700 M08,702 I24,704 P08",3,268,"RC_to_SA"
"796",3,"612 N16,614 J16,618 K08",29,268,"RC_to_SA"
