"","batch","plate_well","count","run_no","contrast"
"398",3,"612 I24,614 N08,618 L16",52,138,"RC_to_SA"
"399",1,"708 P16,710 I08,712 J08",3,139,"RC_to_SA"
"400",2,"700 K08,702 O24,704 L08",1,139,"RC_to_SA"
"401",3,"612 I24,614 K08,618 I24",151,139,"RC_to_SA"
"402",1,"708 N24,710 I16,712 K24",11,140,"RC_to_SA"
"403",2,"700 P24,702 O08,704 M16",7,140,"RC_to_SA"
"404",3,"612 L08,614 O08,618 P16",3,140,"RC_to_SA"
"405",1,"708 N08,710 I16,712 L08",13,141,"RC_to_SA"
"406",2,"700 M08,702 N16,704 K08",5,141,"RC_to_SA"
"407",3,"612 P24,614 K16,618 M08",22,141,"RC_to_SA"
"408",1,"708 K24,710 N16,712 M24",14,142,"RC_to_SA"
"409",2,"700 P24,702 L16,704 M16",10,142,"RC_to_SA"
"410",3,"612 N08,614 O24,618 N16",24,142,"RC_to_SA"
"411",1,"708 N16,710 N08,712 L16",7,143,"RC_to_SA"
"412",2,"700 M08,702 N16,704 J08",1,143,"RC_to_SA"
"413",1,"708 I16,710 K16,712 O24",8,144,"RC_to_SA"
"414",2,"700 I24,702 L08,704 O16",21,144,"RC_to_SA"
"415",3,"612 J24,614 I16,618 P16",10,144,"RC_to_SA"
"416",1,"708 N08,710 J08,712 J08",10,145,"RC_to_SA"
"417",2,"700 P08,702 K24,704 M16",3,145,"RC_to_SA"
"418",3,"612 I08,614 L08,618 N16",10,145,"RC_to_SA"
"419",1,"708 I16,710 M24,712 J16",11,146,"RC_to_SA"
"420",3,"612 M24,614 I08,618 N16",12,146,"RC_to_SA"
"421",1,"708 M24,710 M08,712 J24",18,147,"RC_to_SA"
"422",2,"700 I16,702 J16,704 N08",15,147,"RC_to_SA"
"423",3,"612 L16,614 L16,618 O08",24,147,"RC_to_SA"
"424",1,"708 L16,710 I16,712 O16",2,148,"RC_to_SA"
"425",2,"700 O08,702 J24,704 N08",9,148,"RC_to_SA"
"426",3,"612 I24,614 L16,618 J24",249,148,"RC_to_SA"
"427",1,"708 P24,710 P16,712 M16",1,149,"RC_to_SA"
"428",2,"700 L08,702 L08,704 J08",18,149,"RC_to_SA"
"429",3,"612 K08,614 L16,618 P16",3,149,"RC_to_SA"
"430",1,"708 M24,710 K08,712 I08",29,150,"RC_to_SA"
"431",2,"700 J16,702 P16,704 K16",7,150,"RC_to_SA"
"432",3,"612 N08,614 J16,618 I24",30,150,"RC_to_SA"
"433",1,"708 K16,710 N08,712 I16",1,151,"RC_to_SA"
"434",2,"700 I24,702 O24,704 P24",31,151,"RC_to_SA"
"435",3,"612 J16,614 I08,618 K16",4,151,"RC_to_SA"
"436",1,"708 M08,710 K16,712 N16",16,152,"RC_to_SA"
"437",2,"700 P24,702 J24,704 K08",39,152,"RC_to_SA"
"438",3,"612 L08,614 N24,618 P16",6,152,"RC_to_SA"
"439",1,"708 I24,710 N08,712 J24",16,153,"RC_to_SA"
"440",2,"700 K08,702 O08,704 J16",6,153,"RC_to_SA"
"441",3,"612 L16,614 O24,618 P16",42,153,"RC_to_SA"
"442",1,"708 K16,710 K16,712 N16",10,154,"RC_to_SA"
"443",2,"700 I24,702 J24,704 K16",47,154,"RC_to_SA"
"444",3,"612 I24,614 M16,618 N08",5,154,"RC_to_SA"
"445",1,"708 O24,710 J16,712 I08",3,155,"RC_to_SA"
"446",2,"700 N08,702 I24,704 I16",11,155,"RC_to_SA"
"447",3,"612 M16,614 N24,618 N16",51,155,"RC_to_SA"
"448",1,"708 J24,710 P16,712 O16",3,156,"RC_to_SA"
"449",2,"700 N24,702 J08,704 P24",31,156,"RC_to_SA"
"450",3,"612 I24,614 I16,618 L08",27,156,"RC_to_SA"
"451",1,"708 L16,710 L16,712 L08",38,157,"RC_to_SA"
"452",2,"700 P24,702 P16,704 L08",4,157,"RC_to_SA"
"453",3,"612 N16,614 M16,618 N16",2,157,"RC_to_SA"
"454",1,"708 M08,710 M24,712 I24",60,158,"RC_to_SA"
"455",2,"700 K16,702 J24,704 K16",38,158,"RC_to_SA"
"456",3,"612 M16,614 O24,618 L16",121,158,"RC_to_SA"
"457",1,"708 J16,710 J16,712 M24",4,159,"RC_to_SA"
"458",2,"700 N24,702 P24,704 K08",21,159,"RC_to_SA"
"459",3,"612 K24,614 N08,618 J08",40,159,"RC_to_SA"
"460",1,"708 O08,710 O16,712 O08",7,160,"RC_to_SA"
"461",3,"612 M24,614 K08,618 J24",166,160,"RC_to_SA"
"462",1,"708 K16,710 M08,712 I24",22,161,"RC_to_SA"
"463",2,"700 O08,702 J16,704 K08",2,161,"RC_to_SA"
"464",3,"612 L16,614 M16,618 P08",6,161,"RC_to_SA"
"465",1,"708 M24,710 L16,712 K16",29,162,"RC_to_SA"
"466",2,"700 I16,702 P16,704 K16",17,162,"RC_to_SA"
"467",3,"612 N16,614 J16,618 L08",7,162,"RC_to_SA"
"468",1,"708 N08,710 M08,712 I16",3,163,"RC_to_SA"
"469",2,"700 K08,702 M08,704 P16",3,163,"RC_to_SA"
"470",3,"612 I08,614 O24,618 O08",8,163,"RC_to_SA"
"471",1,"708 J08,710 M08,712 J08",3,164,"RC_to_SA"
"472",2,"700 P24,702 M08,704 K08",42,164,"RC_to_SA"
"473",3,"612 O24,614 I08,618 L16",32,164,"RC_to_SA"
"474",1,"708 L16,710 I08,712 J16",13,165,"RC_to_SA"
"475",3,"612 N24,614 N24,618 K16",168,165,"RC_to_SA"
"476",1,"708 M08,710 I08,712 I16",4,166,"RC_to_SA"
"477",2,"700 I16,702 K24,704 O16",5,166,"RC_to_SA"
"478",3,"612 N08,614 N16,618 M08",11,166,"RC_to_SA"
"479",1,"708 K16,710 L08,712 I08",14,167,"RC_to_SA"
"480",2,"700 K16,702 O08,704 J16",2,167,"RC_to_SA"
"481",3,"612 K24,614 I08,618 M08",22,167,"RC_to_SA"
"482",1,"708 K24,710 O16,712 P24",7,168,"RC_to_SA"
"483",2,"700 N08,702 O24,704 N16",9,168,"RC_to_SA"
"484",3,"612 J24,614 N08,618 O08",15,168,"RC_to_SA"
"485",1,"708 M24,710 P16,712 N16",7,169,"RC_to_SA"
"486",2,"700 L16,702 M24,704 K08",21,169,"RC_to_SA"
"487",3,"612 P24,614 L16,618 N16",62,169,"RC_to_SA"
"488",1,"708 N16,710 K08,712 O24",9,170,"RC_to_SA"
"489",2,"700 M08,702 L16,704 J16",4,170,"RC_to_SA"
"490",3,"612 K24,614 K16,618 N16",117,170,"RC_to_SA"
"491",1,"708 L16,710 N08,712 M16",5,171,"RC_to_SA"
"492",2,"700 N24,702 J24,704 K16",44,171,"RC_to_SA"
"493",3,"612 K16,614 L16,618 I16",70,171,"RC_to_SA"
"494",1,"708 O24,710 M08,712 J24",5,172,"RC_to_SA"
"495",2,"700 M16,702 K24,704 J16",4,172,"RC_to_SA"
"496",3,"612 K16,614 L16,618 P08",28,172,"RC_to_SA"
"497",1,"708 K24,710 J08,712 N16",8,173,"RC_to_SA"
"498",2,"700 K08,702 J24,704 L08",25,173,"RC_to_SA"
"499",3,"612 K08,614 J08,618 J08",9,173,"RC_to_SA"
"500",1,"708 O08,710 N08,712 N16",7,174,"RC_to_SA"
"501",2,"700 M24,702 M16,704 P24",3,174,"RC_to_SA"
"502",3,"612 J24,614 L16,618 N08",84,174,"RC_to_SA"
"503",1,"708 O24,710 L16,712 N08",20,175,"RC_to_SA"
"504",2,"700 P08,702 M24,704 L08",5,175,"RC_to_SA"
"505",3,"612 M16,614 O08,618 K16",9,175,"RC_to_SA"
"506",1,"708 O24,710 J08,712 J16",5,176,"RC_to_SA"
"507",2,"700 N24,702 M08,704 K08",39,176,"RC_to_SA"
"508",3,"612 N24,614 O24,618 M08",116,176,"RC_to_SA"
"509",1,"708 O08,710 O16,712 O16",1,177,"RC_to_SA"
"510",2,"700 M24,702 K16,704 J16",12,177,"RC_to_SA"
"511",3,"612 O16,614 M16,618 N08",6,177,"RC_to_SA"
"512",1,"708 J16,710 O16,712 I16",3,178,"RC_to_SA"
"513",2,"700 N24,702 J08,704 N16",6,178,"RC_to_SA"
"514",3,"612 L16,614 I16,618 M08",17,178,"RC_to_SA"
"515",1,"708 P16,710 P16,712 I16",2,179,"RC_to_SA"
"516",2,"700 O08,702 J08,704 M16",5,179,"RC_to_SA"
"517",3,"612 M08,614 J16,618 I24",20,179,"RC_to_SA"
"518",1,"708 I16,710 J16,712 J16",7,180,"RC_to_SA"
"519",2,"700 I16,702 N24,704 I16",9,180,"RC_to_SA"
"520",3,"612 I08,614 K16,618 O08",2,180,"RC_to_SA"
"521",1,"708 O24,710 M24,712 O08",20,181,"RC_to_SA"
"522",2,"700 M16,702 J08,704 K08",8,181,"RC_to_SA"
"523",3,"612 N08,614 O08,618 I24",8,181,"RC_to_SA"
"524",2,"700 I16,702 M24,704 I08",17,182,"RC_to_SA"
"525",3,"612 L16,614 J08,618 N16",18,182,"RC_to_SA"
"526",1,"708 J08,710 O16,712 K08",18,183,"RC_to_SA"
"527",2,"700 M08,702 O24,704 N16",1,183,"RC_to_SA"
"528",3,"612 M16,614 N08,618 P16",2,183,"RC_to_SA"
"529",1,"708 I08,710 N16,712 P24",6,184,"RC_to_SA"
"530",2,"700 N08,702 I24,704 N16",13,184,"RC_to_SA"
"531",3,"612 I08,614 K16,618 K16",26,184,"RC_to_SA"
"532",1,"708 O24,710 J08,712 M08",4,185,"RC_to_SA"
"533",2,"700 K16,702 N16,704 P16",5,185,"RC_to_SA"
"534",3,"612 L08,614 K08,618 N16",26,185,"RC_to_SA"
"535",1,"708 J24,710 N08,712 K16",13,186,"RC_to_SA"
"536",2,"700 O16,702 K08,704 P16",5,186,"RC_to_SA"
"537",3,"612 N16,614 M16,618 P08",2,186,"RC_to_SA"
"538",1,"708 I16,710 K16,712 M08",8,187,"RC_to_SA"
"539",2,"700 I08,702 O24,704 N08",5,187,"RC_to_SA"
"540",3,"612 K16,614 O24,618 N16",152,187,"RC_to_SA"
"541",1,"708 N16,710 N16,712 K24",25,188,"RC_to_SA"
"542",3,"612 M08,614 J08,618 N08",3,188,"RC_to_SA"
"543",1,"708 J08,710 O16,712 M24",1,189,"RC_to_SA"
"544",2,"700 O08,702 J08,704 L16",6,189,"RC_to_SA"
"545",3,"612 O16,614 I08,618 I08",8,189,"RC_to_SA"
"546",1,"708 K16,710 M08,712 O16",14,190,"RC_to_SA"
"547",2,"700 K16,702 N08,704 N08",14,190,"RC_to_SA"
"548",3,"612 M16,614 O24,618 K16",58,190,"RC_to_SA"
"549",1,"708 L16,710 N08,712 M16",5,191,"RC_to_SA"
"550",2,"700 L16,702 P16,704 N08",4,191,"RC_to_SA"
"551",3,"612 N24,614 M16,618 J08",3,191,"RC_to_SA"
"552",1,"708 K24,710 L16,712 I16",6,192,"RC_to_SA"
"553",2,"700 I08,702 M16,704 J08",1,192,"RC_to_SA"
"554",3,"612 I24,614 K08,618 P16",14,192,"RC_to_SA"
"555",1,"708 I08,710 I08,712 O08",10,193,"RC_to_SA"
"556",2,"700 N24,702 K16,704 I08",9,193,"RC_to_SA"
"557",3,"612 P24,614 M08,618 P16",10,193,"RC_to_SA"
"558",1,"708 K24,710 I08,712 N16",12,194,"RC_to_SA"
"559",2,"700 K08,702 M08,704 J08",11,194,"RC_to_SA"
"560",3,"612 J24,614 K08,618 O08",54,194,"RC_to_SA"
"561",1,"708 I16,710 K16,712 J24",14,195,"RC_to_SA"
"562",2,"700 I08,702 L08,704 J16",9,195,"RC_to_SA"
"563",3,"612 N24,614 J08,618 M08",18,195,"RC_to_SA"
"564",1,"708 J08,710 M08,712 P24",4,196,"RC_to_SA"
"565",2,"700 L08,702 J16,704 J08",4,196,"RC_to_SA"
"566",3,"612 J24,614 P24,618 L08",94,196,"RC_to_SA"
"567",1,"708 I24,710 I16,712 O24",9,197,"RC_to_SA"
"568",2,"700 M16,702 N16,704 K08",5,197,"RC_to_SA"
"569",3,"612 O24,614 I16,618 O08",6,197,"RC_to_SA"
"570",1,"708 O24,710 J08,712 M16",6,198,"RC_to_SA"
"571",3,"612 L08,614 K16,618 K16",51,198,"RC_to_SA"
"572",1,"708 N24,710 N16,712 N08",38,199,"RC_to_SA"
"573",2,"700 I08,702 K24,704 N08",5,199,"RC_to_SA"
"574",3,"612 K24,614 N16,618 K16",115,199,"RC_to_SA"
"575",1,"708 N16,710 K16,712 I24",12,200,"RC_to_SA"
"576",2,"700 L16,702 K24,704 I16",16,200,"RC_to_SA"
"577",3,"612 M24,614 O24,618 P16",45,200,"RC_to_SA"
"578",2,"700 P24,702 O08,704 N16",10,201,"RC_to_SA"
"579",3,"612 K08,614 N24,618 O08",6,201,"RC_to_SA"
"580",1,"708 J16,710 M08,712 O24",5,202,"RC_to_SA"
"581",2,"700 O16,702 N24,704 I08",14,202,"RC_to_SA"
"582",3,"612 L16,614 N16,618 I16",31,202,"RC_to_SA"
"583",1,"708 I16,710 M08,712 I08",6,203,"RC_to_SA"
"584",2,"700 M08,702 M24,704 N16",6,203,"RC_to_SA"
"585",3,"612 M08,614 J08,618 J24",18,203,"RC_to_SA"
"586",1,"708 M24,710 I16,712 K08",11,204,"RC_to_SA"
"587",2,"700 O16,702 K08,704 N16",10,204,"RC_to_SA"
"588",3,"612 N16,614 N24,618 N16",36,204,"RC_to_SA"
"589",1,"708 J16,710 L16,712 O08",4,205,"RC_to_SA"
"590",2,"700 P24,702 M24,704 O16",7,205,"RC_to_SA"
"591",3,"612 M24,614 N08,618 J08",23,205,"RC_to_SA"
"592",1,"708 N08,710 L08,712 P24",12,206,"RC_to_SA"
"593",2,"700 M08,702 I24,704 N08",9,206,"RC_to_SA"
"594",3,"612 K24,614 J08,618 L16",93,206,"RC_to_SA"
"595",1,"708 O08,710 N16,712 L08",26,207,"RC_to_SA"
"596",2,"700 M08,702 J16,704 J16",8,207,"RC_to_SA"
"597",3,"612 K16,614 J16,618 L16",46,207,"RC_to_SA"
"598",1,"708 N24,710 K16,712 M16",9,208,"RC_to_SA"
"599",2,"700 P24,702 I24,704 K16",35,208,"RC_to_SA"
"600",3,"612 P24,614 M08,618 J08",25,208,"RC_to_SA"
"601",1,"708 J24,710 J08,712 N08",9,209,"RC_to_SA"
"602",2,"700 J16,702 O08,704 P24",3,209,"RC_to_SA"
"603",3,"612 K08,614 K16,618 O08",5,209,"RC_to_SA"
"604",1,"708 M08,710 K16,712 J08",33,210,"RC_to_SA"
"605",2,"700 P24,702 N08,704 N16",16,210,"RC_to_SA"
"606",3,"612 M24,614 J08,618 J08",25,210,"RC_to_SA"
"607",1,"708 J08,710 P16,712 K24",14,211,"RC_to_SA"
"608",2,"700 P08,702 O24,704 K16",7,211,"RC_to_SA"
"609",3,"612 N24,614 O08,618 N08",13,211,"RC_to_SA"
"610",1,"708 P24,710 N16,712 N08",16,212,"RC_to_SA"
"611",2,"700 I24,702 I24,704 K08",31,212,"RC_to_SA"
"612",3,"612 I16,614 M16,618 J24",6,212,"RC_to_SA"
"613",1,"708 K16,710 K08,712 N08",34,213,"RC_to_SA"
"614",2,"700 M16,702 P08,704 N16",2,213,"RC_to_SA"
"615",3,"612 I08,614 K08,618 P08",7,213,"RC_to_SA"
"616",1,"708 L16,710 K16,712 K08",80,214,"RC_to_SA"
"617",2,"700 M24,702 P24,704 I16",6,214,"RC_to_SA"
"618",3,"612 K08,614 K08,618 I16",23,214,"RC_to_SA"
"619",1,"708 N08,710 P16,712 K16",6,215,"RC_to_SA"
"620",2,"700 J16,702 L08,704 J16",8,215,"RC_to_SA"
"621",3,"612 M08,614 N24,618 P16",5,215,"RC_to_SA"
"622",1,"708 I08,710 M08,712 I08",19,216,"RC_to_SA"
"623",2,"700 K08,702 I24,704 O16",5,216,"RC_to_SA"
"624",3,"612 K16,614 L16,618 N08",45,216,"RC_to_SA"
"625",1,"708 O08,710 K08,712 P24",10,217,"RC_to_SA"
"626",2,"700 I16,702 N08,704 J08",7,217,"RC_to_SA"
"627",3,"612 N24,614 K16,618 I24",195,217,"RC_to_SA"
"628",1,"708 O08,710 K16,712 O24",19,218,"RC_to_SA"
"629",2,"700 K16,702 K24,704 P16",9,218,"RC_to_SA"
"630",3,"612 L08,614 N08,618 J08",13,218,"RC_to_SA"
"631",1,"708 N16,710 J16,712 K08",2,219,"RC_to_SA"
"632",2,"700 P24,702 J16,704 M16",11,219,"RC_to_SA"
"633",3,"612 J24,614 M16,618 L16",41,219,"RC_to_SA"
"634",1,"708 P24,710 J16,712 O16",2,220,"RC_to_SA"
"635",3,"612 I24,614 O24,618 M08",104,220,"RC_to_SA"
"636",1,"708 I24,710 P16,712 K08",9,221,"RC_to_SA"
"637",2,"700 I24,702 J16,704 O16",2,221,"RC_to_SA"
"638",3,"612 I16,614 M16,618 N16",5,221,"RC_to_SA"
"639",1,"708 O24,710 M24,712 M08",21,222,"RC_to_SA"
"640",2,"700 L16,702 O24,704 J08",4,222,"RC_to_SA"
"641",3,"612 K24,614 K08,618 J24",295,222,"RC_to_SA"
"642",1,"708 J16,710 M08,712 I08",15,223,"RC_to_SA"
"643",2,"700 N08,702 K16,704 J08",13,223,"RC_to_SA"
"644",3,"612 I16,614 N08,618 L08",2,223,"RC_to_SA"
"645",1,"708 P16,710 L08,712 O16",1,224,"RC_to_SA"
"646",2,"700 L16,702 K08,704 O16",6,224,"RC_to_SA"
"647",3,"612 N16,614 O24,618 O08",23,224,"RC_to_SA"
"648",1,"708 O24,710 I08,712 O16",8,225,"RC_to_SA"
"649",2,"700 I16,702 P24,704 K16",22,225,"RC_to_SA"
"650",3,"612 K16,614 M08,618 M08",14,225,"RC_to_SA"
"651",1,"708 I24,710 N08,712 N08",13,226,"RC_to_SA"
"652",2,"700 M16,702 M16,704 J16",2,226,"RC_to_SA"
"653",3,"612 K08,614 I16,618 P16",4,226,"RC_to_SA"
"654",1,"708 N16,710 I08,712 I16",2,227,"RC_to_SA"
"655",2,"700 I16,702 P08,704 J16",3,227,"RC_to_SA"
"656",3,"612 M24,614 O08,618 J08",9,227,"RC_to_SA"
"657",1,"708 J24,710 J08,712 N16",2,228,"RC_to_SA"
"658",2,"700 I16,702 P24,704 I16",7,228,"RC_to_SA"
"659",3,"612 M16,614 O24,618 K16",58,228,"RC_to_SA"
"660",1,"708 P24,710 P16,712 N08",16,229,"RC_to_SA"
"661",2,"700 M24,702 J08,704 K08",4,229,"RC_to_SA"
"662",3,"612 M16,614 N08,618 K16",13,229,"RC_to_SA"
"663",1,"708 I16,710 N16,712 N16",9,230,"RC_to_SA"
"664",2,"700 M24,702 N08,704 P24",17,230,"RC_to_SA"
"665",3,"612 P24,614 O08,618 J08",15,230,"RC_to_SA"
"666",1,"708 N16,710 J08,712 J08",3,231,"RC_to_SA"
"667",2,"700 I08,702 P24,704 L08",1,231,"RC_to_SA"
"668",3,"612 I24,614 K08,618 P16",14,231,"RC_to_SA"
"669",1,"708 N24,710 J08,712 I08",8,232,"RC_to_SA"
"670",2,"700 J16,702 P16,704 L08",1,232,"RC_to_SA"
"671",3,"612 K24,614 K08,618 I08",46,232,"RC_to_SA"
"672",1,"708 N16,710 N16,712 L16",15,233,"RC_to_SA"
"673",2,"700 K08,702 M24,704 L08",16,233,"RC_to_SA"
"674",3,"612 M24,614 K16,618 L08",39,233,"RC_to_SA"
"675",1,"708 N24,710 J16,712 I16",6,234,"RC_to_SA"
"676",2,"700 P24,702 O08,704 L08",7,234,"RC_to_SA"
"677",3,"612 K24,614 M16,618 O08",7,234,"RC_to_SA"
"678",2,"700 I16,702 P08,704 J08",2,235,"RC_to_SA"
"679",3,"612 L16,614 J08,618 N08",17,235,"RC_to_SA"
"680",1,"708 I08,710 P16,712 O24",4,236,"RC_to_SA"
"681",2,"700 K08,702 J24,704 P24",42,236,"RC_to_SA"
"682",3,"612 I24,614 P24,618 M08",29,236,"RC_to_SA"
"683",1,"708 K16,710 L08,712 I08",14,237,"RC_to_SA"
"684",2,"700 M24,702 P16,704 P24",11,237,"RC_to_SA"
"685",3,"612 L16,614 N08,618 N16",20,237,"RC_to_SA"
"686",1,"708 L16,710 P16,712 I08",7,238,"RC_to_SA"
"687",2,"700 M08,702 M24,704 I16",9,238,"RC_to_SA"
"688",3,"612 P24,614 P24,618 L16",96,238,"RC_to_SA"
"689",1,"708 I08,710 J16,712 K24",5,239,"RC_to_SA"
"690",2,"700 O08,702 J24,704 O16",5,239,"RC_to_SA"
"691",3,"612 J24,614 N08,618 N16",35,239,"RC_to_SA"
"692",1,"708 I24,710 J16,712 I16",4,240,"RC_to_SA"
"693",2,"700 M24,702 L16,704 J16",8,240,"RC_to_SA"
"694",3,"612 O16,614 K08,618 P08",12,240,"RC_to_SA"
"695",1,"708 M24,710 N08,712 O24",1,241,"RC_to_SA"
"696",2,"700 L08,702 N16,704 P16",3,241,"RC_to_SA"
"697",3,"612 P24,614 P24,618 K16",72,241,"RC_to_SA"
"698",1,"708 K24,710 K08,712 K16",73,242,"RC_to_SA"
"699",2,"700 L16,702 N08,704 N16",8,242,"RC_to_SA"
"700",3,"612 I24,614 J16,618 I08",9,242,"RC_to_SA"
"701",1,"708 J24,710 J16,712 I16",2,243,"RC_to_SA"
"702",2,"700 N24,702 M16,704 J16",8,243,"RC_to_SA"
"703",3,"612 N24,614 P24,618 J24",243,243,"RC_to_SA"
"704",1,"708 L16,710 M24,712 I08",32,244,"RC_to_SA"
"705",2,"700 I16,702 P08,704 N16",3,244,"RC_to_SA"
"706",3,"612 N24,614 K08,618 J08",45,244,"RC_to_SA"
"707",1,"708 P24,710 J16,712 K24",7,245,"RC_to_SA"
"708",2,"700 P08,702 M08,704 P24",9,245,"RC_to_SA"
"709",3,"612 N24,614 K16,618 O08",21,245,"RC_to_SA"
"710",1,"708 N16,710 I16,712 P24",3,246,"RC_to_SA"
"711",2,"700 L16,702 N24,704 K16",27,246,"RC_to_SA"
"712",3,"612 I08,614 M16,618 I16",5,246,"RC_to_SA"
"713",1,"708 J08,710 I16,712 K16",2,247,"RC_to_SA"
"714",2,"700 O16,702 O08,704 M16",5,247,"RC_to_SA"
"715",3,"612 O16,614 K08,618 O08",5,247,"RC_to_SA"
"716",1,"708 J08,710 M08,712 O08",7,248,"RC_to_SA"
"717",2,"700 M24,702 J08,704 L16",2,248,"RC_to_SA"
"718",3,"612 K08,614 K08,618 K16",42,248,"RC_to_SA"
"719",1,"708 O24,710 N08,712 K24",8,249,"RC_to_SA"
"720",2,"700 I08,702 P24,704 J08",8,249,"RC_to_SA"
"721",3,"612 K08,614 J08,618 N16",14,249,"RC_to_SA"
"722",1,"708 N16,710 J16,712 O24",1,250,"RC_to_SA"
"723",2,"700 I24,702 N16,704 J16",10,250,"RC_to_SA"
"724",3,"612 I16,614 K16,618 P16",3,250,"RC_to_SA"
"725",1,"708 J16,710 M24,712 M16",6,251,"RC_to_SA"
"726",2,"700 I24,702 N24,704 J16",10,251,"RC_to_SA"
"727",3,"612 I16,614 N24,618 I24",85,251,"RC_to_SA"
"728",1,"708 I24,710 O16,712 M16",10,252,"RC_to_SA"
"729",2,"700 N24,702 K16,704 P24",56,252,"RC_to_SA"
"730",3,"612 N16,614 L08,618 N08",14,252,"RC_to_SA"
"731",1,"708 M24,710 M24,712 K08",53,253,"RC_to_SA"
"732",2,"700 M16,702 K24,704 I16",4,253,"RC_to_SA"
"733",3,"612 J24,614 M08,618 P16",4,253,"RC_to_SA"
"734",1,"708 N16,710 P16,712 M16",5,254,"RC_to_SA"
"735",2,"700 M24,702 L16,704 L16",6,254,"RC_to_SA"
"736",3,"612 J24,614 K16,618 O08",40,254,"RC_to_SA"
"737",1,"708 M08,710 M24,712 I16",11,255,"RC_to_SA"
"738",3,"612 J16,614 N24,618 L16",98,255,"RC_to_SA"
"739",1,"708 J24,710 M24,712 P24",42,256,"RC_to_SA"
"740",2,"700 L08,702 O08,704 L08",14,256,"RC_to_SA"
"741",3,"612 M08,614 P24,618 N08",14,256,"RC_to_SA"
"742",1,"708 J24,710 I16,712 M24",9,257,"RC_to_SA"
"743",2,"700 I08,702 J08,704 I16",3,257,"RC_to_SA"
"744",3,"612 I08,614 O24,618 I08",33,257,"RC_to_SA"
"745",1,"708 N08,710 N08,712 K24",17,258,"RC_to_SA"
"746",2,"700 P08,702 L08,704 P24",17,258,"RC_to_SA"
"747",3,"612 O24,614 L08,618 N08",25,258,"RC_to_SA"
"748",1,"708 P16,710 I16,712 M16",3,259,"RC_to_SA"
"749",2,"700 O08,702 K16,704 J08",2,259,"RC_to_SA"
"750",3,"612 N24,614 O24,618 J08",152,259,"RC_to_SA"
"751",1,"708 I16,710 N08,712 L08",3,260,"RC_to_SA"
"752",2,"700 M16,702 L08,704 M16",5,260,"RC_to_SA"
"753",3,"612 O08,614 N16,618 J08",13,260,"RC_to_SA"
"754",1,"708 P16,710 M24,712 I24",18,261,"RC_to_SA"
"755",2,"700 P24,702 P24,704 K08",19,261,"RC_to_SA"
"756",3,"612 N24,614 O08,618 K16",37,261,"RC_to_SA"
"757",1,"708 P16,710 J16,712 N16",1,262,"RC_to_SA"
"758",2,"700 N24,702 I24,704 L16",13,262,"RC_to_SA"
"759",3,"612 K24,614 N08,618 P16",15,262,"RC_to_SA"
"760",1,"708 K24,710 I16,712 J16",3,263,"RC_to_SA"
"761",2,"700 P24,702 J16,704 K16",22,263,"RC_to_SA"
"762",1,"708 I08,710 M08,712 J16",15,264,"RC_to_SA"
"763",2,"700 M24,702 N16,704 P24",6,264,"RC_to_SA"
"764",3,"612 M24,614 I08,618 M08",3,264,"RC_to_SA"
"765",1,"708 K24,710 L08,712 O16",13,265,"RC_to_SA"
"766",3,"612 M16,614 J08,618 I16",6,265,"RC_to_SA"
"767",1,"708 N16,710 K16,712 M24",10,266,"RC_to_SA"
"768",3,"612 P24,614 N24,618 P08",33,266,"RC_to_SA"
"769",1,"708 I16,710 L16,712 I16",2,267,"RC_to_SA"
"770",2,"700 K16,702 L08,704 L08",15,267,"RC_to_SA"
"771",3,"612 I24,614 L08,618 P16",14,267,"RC_to_SA"
"772",1,"708 N16,710 K16,712 I16",1,268,"RC_to_SA"
"773",2,"700 K16,702 J24,704 I16",3,268,"RC_to_SA"
"774",3,"612 P24,614 P24,618 I24",137,268,"RC_to_SA"
"775",1,"708 J24,710 O16,712 J08",11,269,"RC_to_SA"
"776",3,"612 K16,614 O08,618 N16",16,269,"RC_to_SA"
"777",1,"708 L16,710 I16,712 N16",8,270,"RC_to_SA"
"778",2,"700 M08,702 L08,704 K16",16,270,"RC_to_SA"
"779",3,"612 I24,614 M08,618 L16",65,270,"RC_to_SA"
"780",1,"708 P16,710 M24,712 J08",11,271,"RC_to_SA"
"781",2,"700 P24,702 L08,704 J16",18,271,"RC_to_SA"
"782",3,"612 K16,614 I16,618 I08",14,271,"RC_to_SA"
"783",1,"708 M24,710 J16,712 M16",1,272,"RC_to_SA"
"784",2,"700 P08,702 O24,704 N16",6,272,"RC_to_SA"
"785",3,"612 O24,614 M16,618 M08",3,272,"RC_to_SA"
"786",1,"708 J16,710 I16,712 L08",5,273,"RC_to_SA"
"787",2,"700 M24,702 M24,704 I08",14,273,"RC_to_SA"
"788",3,"612 M24,614 I08,618 J24",84,273,"RC_to_SA"
"789",1,"708 I24,710 M24,712 O16",16,274,"RC_to_SA"
"790",2,"700 K16,702 N16,704 M16",8,274,"RC_to_SA"
"791",3,"612 I16,614 L08,618 N16",6,274,"RC_to_SA"
"792",1,"708 K24,710 M08,712 J16",39,275,"RC_to_SA"
"793",2,"700 M24,702 O24,704 P24",32,275,"RC_to_SA"
"794",3,"612 N16,614 J08,618 K16",15,275,"RC_to_SA"
"795",1,"708 J16,710 O16,712 J16",4,276,"RC_to_SA"
"796",2,"700 O16,702 J24,704 N16",14,276,"RC_to_SA"
